;;GENG.ID;ECOLEX.ID;IEA.ID;DocSign;DocForce;DocValidUntilDate;Title;Text;Notes;Download;Type;Ambit;Region;Subject.x;Subject.y;Keywords;Lineage;Sequence;AdoptedIn;Languages;Appendices;Depository;DepositoryURL;Published;Abstract;AbstractText;Website1;Website2;Secretariat;SecretariatURL;UNEP;Supersedes;References;EnabledBy;AmendedBy;Lit;Data;Coded
560;;MGENG-0560;NA;IEA-4645;1994-06-29;1994-06-29;NA;Agreement Between Denmark (on Behalf Of Greenland), Iceland And Norway Concerning The Stock Of Capelin In The Waters Between Greenland, Iceland And Jan Mayen;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-CapelinStockWatersBetweenGreenlandIcelandJanMayen.NO.txt&par=view_treaty_html;NA;No;MEA (Agreement);NA;NA;NA;FISHS;NA;Norway-Iceland-Greenland Capelin;400;NA;NA;NA;NA;;NA;NA;NA;NA;NA;No known secretariat;No Secretariat Exists;NA;NA;NA;NA;NA;NA;TRUE;NA
561;;MGENG-0561;TRE-001207;IEA-3190;1994-06-29;1998-10-22;NA;Convention On Cooperation For Protection And Sustainable Use Of The Danube River;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-CooperationProtectionSustainableUseDanubeRiver.EN.txt&par=view_treaty_html | http://www.ecolex.org/server2.php/libcat/docs/TRE/Full/Other/TRE-001207.pdf;NA;No;MEA (Agreement);Regional/restricted;;WASTE and WATER;WATER;;Danube;100;Sofia;English | German;NA; Romania ;;BGBl. 1996 II 874;NA;"Objectives: To ensure sustainable and equitable water management of the Danube River, including the conservation, improvement and the rational use of surface waters and ground water in the catchment area; to control the hazards originating from accidents; and to contribute to reducing the pollution loads of the Black Sea from sources in the catchment area.
|
Summary of provisions: (a) Applies to the catchment area of the Danube River, and the activities and measures which are subject to the Convention include; the discharge of wastes waters, the input of nutrients and hazardous substances, heat discharge, planned activities and measures regarding water

construction works or water use, the operation of the existing hydrotechnical constructions, measures to prevent environment impact or protect the ecosystems, the handling of substances hazardous to water, and the precautionary prevention of accidents (art. 3); (b) Parties to cooperate on fundamental water management issues and take appropriate legal, administrative and technical measures through setting priorities and strengthening and coordinating measures throughout the Danube Basin aiming at sustainable development and environmental protection of the Danube River (art. 2.(2) and (3)); (c) The polluter pays principle and the precautionary principle constitute a basis for all measures aiming at the protection of the Danube River and of the water within its catchment area (art. 2(4)); water management cooperation be oriented on sustainable water management (art. 2(5)); (d) Parties to develop, adopt and implement relevant legal, administrative and technical measures to ensure efficient water quality protection and sustainable water use, and to prevent, control and reduce transboundary impact (arts. 5 and 6); to impose emission limits on industry based on the best available techniques and to develop water quality objectives and apply water quality criteria for preventing, controlling and reducing transboundary impact (art. 7); to periodically prepare inventories of the relevant sources of pollution within the catchment area of Danube River and list of measures taken which provide the basis for developing joint action programmes (art. 8); (e) Parties to cooperate in the field of monitoring and assessment (art. 9); to consult on planned activities which are likely to cause transboundary impacts (art. 11); to exchange information, and to facilitate the exchange between themselves of best available techniques (art. 12); to provide the public with access to relevant information (art. 14); establish scientific or technical research programmes (art. 15); to provide for coordinated or joint communication, warning and alarm systems in the basin-wide context and consult on harmonizing domestic communication, warning and alarm systems and emergency plans (art. 16.1); (f) Establishes the International Commission for the Protection of the Danube River to implement the objectives and provisions of the Convention (art. 18), and Parties to report to the International Commission on basic issues required for the Commission to carry out its work (art. 10); (g) Parties to provide mutual assistance upon request, and the International Commission to elaborate procedures for such assistance (art. 17); (h) Contains annexes describing best available techniques and best environmental practice (Annex I), listing industrial sectors and hazardous substances (Annex II); setting out general guidance on water quality objectives and criteria (Annex III), setting fourth the Statute of the International Commission (Annex IV), and setting out the arbitration procedure (Annex V).
|
(Source: UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 2005)"; www.icpdr.org/main/icpdr/contracting-parties ;NA;International Commission for the Protection of the Danube;http://www.icpdr.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=552&agreement=Convention On Cooperation For Protection And Sustainable Use Of The Danube River (signed: 1994-06-29);NA;NA;NA;NA;NA;TRUE;NA
562;;MGENG-0562;TRE-001239;IEA-3191;1994-06-30;1996-05-24;NA;Convention For The Establishment Of The Lake Victoria Fisheries Organization;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-EstablishmentLakeVictoriaFisheriesOrganization.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);Regional/restricted; Africa  |  Eastern Africa ;FISHS and WATER;FISHS and WATER; international agreement-text  |  institution  |  fishery management and conservation  |  freshwater resources management ;Lake Victoria Fisheries;100;Kisumu;English;NA; FAO Food and Agriculture Organization of the UN ;;;NA;"Objectives: To foster cooperation among Contracting Parties, harmonize national measures for the sustainable utilization of the living resources of Lake Victoria and to develop and adopt conservation and management measures. Summary of provisions: (a)	Establishes the Lake Victoria Fisheries Organization, at Jinja, Uganda, whose organs shall be the Council of Ministers, the Executive Committee, various committees and the Permanent Secretariat (arts. 2 and 4); (b)	The Organization to: (i) promote the proper management and optimum utilization of the fisheries and other resources of Lake Victoria; (ii) enhance capacity building of existing institutions and develop additional institutions dedicated to, or likely to contribute to the purpose of the Convention; (iii) provide a forum for discussion of the impacts of initiatives dealing with the environment and water quality of the Lake Basin; (iv) provide for the conduct of research concerning the waters of Lake Victoria; (v) encourage, recommend, coordinate and undertake training and extension activities in all aspects of fisheries; (vi) consider and advise on the effects of the introduction of non-indigenous animals or plants into the water of Lake Victoria or its tributaries and to adopt measures regarding their monitoring, control or elimination; and (vii) serve as a clearing house and data bank for information on Lake Victoria fisheries (art. 2(3)); (c)	Parties to establish a National Committee for Lake Victoria Fisheries to serve as a forum for consultation, coordination and information (art. 10); (d)	Provides that the Council of Ministers may invite as observers States indirectly concerned with Lake Victoria, States interested in the activities of the Organization and non-governmental organizations having special competence in this area (art. 11); (e)	Parties to take measures to implement the decisions of the Organisation?s governing bodies and report annually to the Organization on the measures (art. 12). (Source: UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 2005)"; www.lvfo.org/ ;NA;Lake Victoria Fisheries Organization;http://www.lvfo.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=554&agreement=Convention For The Establishment Of The Lake Victoria Fisheries Organization (signed: 1994-06-30);NA;NA;NA;NA;NA;NA;NA
563;;MGENG-0563;TRE-001196;IEA-3193;1994-07-28;1996-07-28;NA;Agreement Relating To The Implementation Of Part XI Of The United Nations Convention On The Law Of The Sea;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-ImplementPartXI-1982-UNLawSea.EN.txt&par=view_treaty_html | http://www.ecolex.org/server2.php/libcat/docs/TRE/Full/Other/TRE-001196.pdf | http://www.ecolex.org/server2.php/libcat/docs/TRE/Full/Other/TRE-001196CH.pdf | http://www.ecolex.org/server2.php/libcat/docs/TRE/Full/Other/TRE-001196RS.pdf;NA;No;MEA (Agreement);Global;;ENRGY and OCEAN;OCEAN; high seas  |  deep sea bed  |  technology transfer  |  exploration  |  financing  |  international organization ;Law of the Sea;1100;New York;Arabic | Chinese | English | French | Russian | Spanish;NA; UN United Nations ;;BGBl. 1994 II 2565, 3796;NA;Objectives: To implement Part XI of the 1982 United Nations Convention on the Law of the Sea. Summary of provisions: Parties undertake to implement Part XI of the Convention in accordance with the provisions of the Agreement (art. I), which are to prevail in the event of any inconsistency with Part XI (art. II). Section I deals with the work of the International Seabed Authority (the Authority) whose functions are to organise and control activities in the Area established in Part XI, particularly with a view to administering its resources. Section 1 also defines the procedure for the approval of a plan of work for exploration, and provides for the costs of the Authority. Section 2 concerns the Enterprise and its initial deep seabed mining operations through joint ventures. Section 3 deals with decision-making within the Authority, whose general policies are to be established by the Assembly in collaboration with the Council. Section 4 provides that provisions relating to the Review Conference in art. 155, paragraphs 1, 3 and 4 of the Convention are not to apply, but that the Assembly, on the recommendation of the Council, may undertake at any time a review of the matters referred to in paragraph 1 of art. 155. Sections 5 to 8 define the principles governing: - transfer of technology for the purposes of Part XI, - the production policy of the Authority, - its policy to give economic assistance to certain countries, - and the establishment of rules, regulations and procedures for financial terms of contracts. Mechanisms for the settlement of disputes are also provided for. Parties to the Agreement further agree that a certain number of provisions of the Convention are not to apply. Institutional mechanisms: A Finance Committee is established (Section 9). The early functions of the Authority upon entry into force of the Convention are to be carried out by the Assembly, the Council, the Secretariat, the Legal and Technical Commission, and the Finance Committee. The functions of the Economic Planning Commission are to be performed by the Legal and Technical Commission until such time as the Council decides otherwise or until the approval of the first plan of work for exploitation.; www.un.org ;"
http://www.un.org/Depts/los/convention_agreements/texts/unclos/closindxAgree.htm
";International Seabed Authority;http://www.isa.org.jm/;http://iea.uoregon.edu/page.php?query=unep_register&page=574&agreement=Agreement Relating To The Implementation Of Part XI Of The United Nations Convention On The Law Of The Sea (signed: 1994-07-28);NA;NA;TRE-000753;NA;NA;NA;NA
564;;MGENG-0564;TRE-001199;IEA-3194;1994-08-05;1994-08-05;NA;Agreement On The Preparation Of A Tripartite Environmental Management Programme For Lake Victoria;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-PreparationTripartiteEnvironmentalManagementProgrammeLakeVictoria.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);Regional/restricted; Africa  |  Eastern Africa ;FISHS and WASTE and WATER;WATER; wetlands  |  fishery management and conservation  |  freshwater resources management  |  data collection/reporting  |  monitoring  |  inland fisheries  |  alien species  |  research  |  EIA  |  afforestation/reforestation  |  water supply  |  potable water  |  erosion  |  agricultural land  |  land-use planning  |  sustainable use  |  early warning system/emergency intervention system  |  waste disposal  |  survey/mapping  |  law reform/harmonization/deregulation ;Lake Victoria Environmental Management;100;Dar es Salaam;English;NA; UN United Nations ;;International Environmental Law - Multilateral Agreements, III/95, 994:59/011.;http://www.ecolex.org/server2.php/libcat/docs/TRE/Abstracts/TRE001199.rtf;Objectives: To initiate and implement a five-year programme to strengthen regional coordination in the management of Lake Victoria resources. Summary of provisions: Attachments to the Agreement set the content of the management programme which is to be implemented by the Parties (art 1). Attachment 1 provides for Components and Preparatory Activities for a Lake Victoria Environmental Management Programme. Parties agree to develop a regional co-operative framework and to integrate management of lake basin resources into other resources uses. Main focus is to be given to fisheries management, water hyacinth control, management of water quality and land use. Attachment 5 sets the action plan for the preparation of the management programme. Institutional mechanisms: A Regional Policy and Steering Committee is to be established, with a Regional Secretariat to assist it. Two Regional Task Forces with Terms of References are to be designated to specifically address different aspects of Lake Victoria resources management (art. 2).;www.iwlearn.net/iw-projects/Fsp_112799468783;NA;Lake Victoria Fisheries Organization;http://www.lvfo.org/;NA;NA;NA;NA;NA;NA;NA;NA
565;;MGENG-0565;NA;IEA-4656;1994-09-09;1995-08-11;NA;Agreement [among The CIS States] On Social Security And Health Of Citizens Exposed To Radiation From The Chernobyl And Other Radiation Accidents And Disasters, As Well As Nuclear Testing;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-CIS-HealthSafetyChernobylAccident.RU.txt&par=view_treaty_html;NA;No;MEA (Agreement);NA;NA;NA;ENRGY;NA;CIS Environmental Agreements;600;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Secretariat of the Commonwealth of Independent States;http://cis.minsk.by/reestr/ru/index.html;NA;NA;NA;NA;NA;NA;NA;NA
566;;MGENG-0566;TRE-001851;IEA-3196;1994-09-15;1994-09-15;NA;Agreement On The Establishment Of A Permanent Okavango River Basin Water Commission;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-OkavangoRiverWaterCommission.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);Regional/restricted; Africa  |  Central Africa  |  South Atlantic  |  Southern Africa ;WATER;WATER; international agreement-text  |  inland waters  |  catchment/watershed  |  management/conservation  |  international basin institution  |  freshwater resources management ;Okavango River Basin;100;Windhoek;English;NA;NA;;;NA;"The Agreement concerns the establishment of the Permanent Okavango River Basin Water Commission (OKACOM). The objective of the Commission is to act as technical advisor to the Contracting Parties on matters relating to the conservation, development and utilization of water resources of common interest. In particular, the Commission shall advise on: (a) measures to determine the long term safe yield of the water available from all potential water resources in the River; (b) the criteria to be taken into account in the conservation, equitable allocation and sustainable utilization of water resources; (c) the prevention of the pollution of the water resources; (d) measures to be taken to alleviate short term difficulties resulting from water shortages; (e) investigations related to the development of any water resources, including the construction, operation and maintenance of waterworks. Further provisions concern the following: composition of the Commission (art. 2); meetings of the Commission (art. 3); powers of the Commission (art. 4); financial arrangements (art. 6).";NA;NA;Okavango River Basin Water Commission;http://www.okacom.org/;NA;NA;NA;NA;NA;NA;NA;NA
567;;MGENG-0567;TRE-001202;IEA-3197;1994-09-20;1996-12-16;NA;Convention On Nuclear Safety;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-NuclearSafety.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);Global;;WASTE;ENRGY; nuclear energy  |  radioactive waste  |  authorization/permit  |  data collection/reporting  |  inspection  |  liability/compensation  |  early warning system/emergency intervention system  |  monitoring  |  dispute settlement ;Nuclear Safety;100;Vienna;Arabic | Chinese | English | French | Russian | Spanish;NA; IAEA International Atomic Energy Agency ;;BGBl. 1997 II 130;NA;"Objectives: To achieve and maintain a high level of nuclear safety world-wide, to establish and maintain effective defences in nuclear installations against potential radiological hazards in order to protect individuals, society and the environment from harmful effects of ionising radiation from such installations, prevent accidents with radiological consequences and to mitigate such consequences should they occur.
|
Summary of provisions: Each Party agrees to review the existing nuclear installations as soon as possible, and, when necessary in the context of the Convention, to take all reasonably practicable improvements to upgrade the safety of the nuclear installations. If such upgrading cannot be achieved, e

ach Party is to implement plans to shut down the nuclear installation as soon as practically possible (art. 6). Each Party undertakes to establish and maintain a legislative and regulatory framework to govern the safety of nuclear installations, providing inter alia for the establishment of applicable national safety requirements and regulations, a system of licensing with regard to nuclear installations and the prohibition of the operation of a nuclear installation without a license, a system of regulatory inspection and assessment of nuclear installations to ascertain compliance with applicable regulations and the terms of licenses and the enforcement of applicable regulations and of the terms of licenses (art. 7). Each Party agrees to establish or designate a regulatory body entrusted with the implementation of the framework and provided with adequate authority, competence and financial and human resources to fulfil its assigned responsibilities. The function of such body should be effectively separated from those of any other body concerned with the promotion and utilisation of nuclear energy (art. 8). All organisations engaged in activities directly related to nuclear installations are to establish policies that give due priority to nuclear safety (art.10). Adequate financial resources and qualified and competent staff are to be available at each nuclear installation (art. 11). Quality assurance programmes are to be established and implemented (art. 13) while comprehensive and systematic safety assessments are to be carried out before the construction and commissioning of a nuclear installation and throughout its lire, followed by verification of its safety (art. 14). Exposure of workers and the public to radiation is to be kept as low as reasonably achievable and within prescribed national radiation dose limits (art. 15) and off-site and on-site emergency plans are to be established (art. 16). The Convention contains provisions concerning safety of nuclear installations, including siting, their design and construction and their operation (arts. 17-19).
|
Institutional mechanisms: Meetings of the Contracting Parties are to occur at least every three years to review reports from Parties with regard to measures which the respective Parties have taken to implement the obligation of the Convention (arts 5, 20 and 21). The International Atomic Energy Agency is to provide the secretariat for the meeting of the Contracting Parties (art. 28).
|
(Source: IUCN ELC, 08.2005, based on UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 1996) Article 30 4. allows international organizations to become Parties to this instrument. The following organizations have become Parties: EURATOM. This is not reflected in the Parties' matrix attached.";"
www.iaea.org/Publications/Documents/Conventions/nuclearsafety.html
";NA;International Atomic Energy Agency;http://www.iaea.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=557&agreement=Convention On Nuclear Safety (signed: 1994-09-20);NA;NA;NA;NA;NA;NA;TRUE
568;;MGENG-0568;TRE-001206;IEA-3198;1994-10-14;2011-03-24;NA;Protocol For The Protection Of The Mediterranean Sea Against Pollution Resulting From Exploration And Exploitation Of The Continental Shelf And The Seabed And Its Subsoil;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-ProtocolExploitationContinentalShelf-1976-ProtectionMediterraneanPollution.EN.txt&par=view_treaty_html;NA;No;MEA (Protocol);Regional/restricted;;OCEAN and WASTE;OCEAN; authorization/permit  |  capacity building  |  certification  |  data collection/reporting  |  deep sea bed  |  EIA  |  effluent waste water/discharge  |  exploration  |  hazardous substances  |  hazardous waste  |  legal proceedings/administrative proceedings  |  liability/compensation  |  marine area  |  marine pollution  |  marine pollution (dumping at sea)  |  marine protected areas  |  maritime zone  |  minerals  |  monitoring  |  offences/penalties  |  oil  |  oil pollution  |  policy/planning  |  sewerage  |  solid waste  |  transboundary movement of waste  |  transport/storage ;MedPlan;105;Madrid;Arabic | English | French | Spanish;NA; Spain ;;;NA;"Objectives: To protect the Mediterranean Sea from pollution resulting from exploration and exploitation activities.
|
Summary of provisions: Parties agree to take all appropriate measures to prevent, abate, combat and control pollution in the Protocol Area resulting from activities concerning exploration and exploitation of the resources (activities) (art.3). All activities in the Protocol Area are to be subject to the prior written authorisation for exploration or exploitation from the competent authority (art.4.1). Each Party undertakes to prescribe sanctions to be imposed for breach of obligations arising out of the Protocol, for non-observance of the national laws and regulations implementing the Protocol, or for non-fulfilment of the specific conditions attached to the authorisation (art.7). Parties undertake to impose a general obligation upon operators to use the best available, environmentally effective and economically appropriate techniques and to observe internationally accepted standards regarding wastes, as well as the use, storage and discharge of harmful or noxious substances and materials (art.8). A Party may regulate, limit or prohibit the use of chemicals for the activities in accordance with guidelines to be adopted by the Parties (art.9.2). Parties further undertake to formulate and adopt common standards for the disposal of oil and oily mixtures from installations, and for the use and disposal of drilling fluids and drill cuttings, into the Protocol Area (art. 10, 1-2). They are to carry out strict control of discharge of sewage (arts.11, 12, 13).
|
The Protocol also contains provisions concerning inter alia safety measures to protect human life and the environment (art.15), monitoring of and reporting on the effects of the activities on the environment (art.19), protection of the areas defined in the Protocol concerning Mediterranean Specially Protected Areas (art.21) and measures concerning transboundary pollution (art.26).
|
Finally, Parties undertake to cooperate inter alia in developing international rules, standards and recommended practices and procedures (art.23.1) in providing scientific and technical assistance to developing countries (art.24) and in formulating and adopting appropriate rules and procedures for the determination of liability and compensation from damage resulting from the activities dealt with in the Protocol (art.27).
|
(Source: IUCN ELC, 08.2005, based on UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 1996)";www.unepmap.org/index.php?module=content2&catid=001001004;NA;UNEP Mediterranean Action Plan;http://www.unepmap.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=569&agreement=Protocol For The Protection Of The Mediterranean Sea Against Pollution Resulting From Exploration And Exploitation Of The Continental Shelf And The Seabed And Its Subsoil (signed: 1994-10-14);NA;NA;TRE-000543;NA;TRUE;TRUE;NA
569;;MGENG-0569;NA;IEA-4295;1994-11-13;1996-03-03;NA;Amendments To Annex III Regarding Implementation To The International Convention For The Prevention Of Pollution From Ships;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-AmendmentsAnnexIII-1973-PollutionFromShips.EN.txt&par=view_treaty_html;NA;No;MEA (Amendment);NA;NA;NA;OCEAN;NA;MARPOL;203,22;NA;NA;NA;NA;;NA;NA;NA;NA;NA;International Maritime Organization (IMO);http://www.imo.org/Pages/home.aspx;NA;NA;NA;NA;NA;TRUE;TRUE;NA
570;;MGENG-0570;NA;IEA-4296;1994-11-13;1996-03-03;NA;Amendments To Annex V Regarding Implementation To The International Convention For The Prevention Of Pollution From Ships;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-AmendmentsAnnexV-1973-PollutionFromShips.EN.txt&par=view_treaty_html;NA;No;MEA (Amendment);NA;NA;NA;OCEAN;NA;MARPOL;203,24;NA;NA;NA;NA;;NA;NA;NA;NA;NA;International Maritime Organization (IMO);http://www.imo.org/Pages/home.aspx;NA;NA;NA;NA;NA;TRUE;TRUE;NA
571;;MGENG-0571;NA;IEA-3200;1994-11-13;1996-03-03;NA;Amendments To Annexes I And II Regarding Implementation To The International Convention For The Prevention Of Pollution From Ships;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-AmendmentsAnnexesI-II-1973-PollutionFromShips.EN.txt&par=view_treaty_html;NA;No;MEA (Amendment);NA;NA;NA;OCEAN;NA;MARPOL;203,21;NA;NA;NA;NA;;NA;NA;NA;NA;NA;International Maritime Organization (IMO);http://www.imo.org/Pages/home.aspx;NA;NA;NA;NA;NA;TRUE;TRUE;NA
572;;MGENG-0572;TRE-154133;IEA-3201;1994-11-30;1995-09-23;NA;Federated States Of Micronesia Arrangement For Regional Fisheries Access;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-RegionalFisheriesAccessMicronesia.EN.txt&par=view_treaty_html | http://www.ecolex.org/server2.php/libcat/docs/TRE/Full/Other/TRE-154133.pdf;NA;No;MEA (Agreement);NA; Oceania  |  Micronesia  |  South Pacific  |  Melanesia  |  Polynesia ;FISHS;FISHS; international agreement-text  |  marine fisheries  |  fishery management and conservation  |  foreign fishing  |  access right  |  data collection/reporting  |  fishing licence  |  registration  |  dispute settlement ;Micronesia Fisheries;300;NA;English;NA;NA;;;NA;"
This Agreement introduces measures to facilitate and control the access to the exclusive economic zones and fisheries zones of the Parties to this Agreement (""Arrangement Area""). The Agreement harmonizes access conditions and provides for a regional access licence. The aims of these measures are to promote greater participation by national of the Parties in fisheries in general and the exploitation of tuna resources in the Central and Western Pacific in particular. The Agreement requires the Director of the South Pacific Forum Fisheries Agency (""Administrator"") to maintain a Register of Eligible Fishing Vessels where vessels that meet established criteria and are proposed to be entered by a Party to this Agreement shall be entered. The operator of a registered vessel may apply for a regional access licence authorizing the vessel to fish in the Arrangement Area. Other provision of this Arrangement concern consultation, information, an observer programme, cooperation in enforcement and joint surveillance, distribution of payments received by the Administrator, settlement of disputes and matters of miscellaneous character. The Annexes set out the criteria for eligibility of vessels and procedures for the granting of a regional access licence and contain rules relative to various operations in the Arrangement Area.
";NA;NA;South Pacific Forum Fisheries Agency;http://www.ffa.int/;NA;NA;NA;NA;NA;NA;NA;TRUE
573;;MGENG-0573;NA;IEA-3511;1994-12-01;1995-07-23;NA;Amendments Of 1994 To The Technical Annex Of The Protocol To The Convention On Long-Range Transboundary Air Pollution Concerning The Control Of Nitrogen Oxides Or Their Transboundary Fluxes;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-AmendmentTechnicalAnnex-1988-ProtocolNitrogenOxides-1979-EuropeanTransboundaryAirPollution.SP.txt&par=view_treaty_html;NA;No;MEA (Amendment);NA;NA;NA;ATMOS;NA;LRTAP;103,03;NA;NA;NA;NA;;NA;NA;NA;NA;NA;LRTAP Secretariat of UNECE;http://www.unece.org/env/lrtap/;NA;NA;NA;NA;NA;TRUE;TRUE;NA
574;;MGENG-0574;TRE-001209;IEA-3202;1994-12-17;1998-04-16;NA;Energy Charter Treaty;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-EnergyCharterTreaty.EN.txt&par=view_treaty_html;NA;No;MEA (Agreement);Regional/restricted;;ENRGY;ENRGY; energy conservation/energy production  |  technology transfer  |  exploration  |  sustainable development  |  renewable energy  |  sustainable use  |  data collection/reporting  |  monitoring  |  dispute settlement ;Energy Charter;100;Lisbon;English | French | German | Italian | Spanish;NA; Portugal ;;BGBl. 1997 II 4, 102;NA;"Objectives: To promote energy efficiency policies consistent with sustainable development, to create framework conditions which induces producer and consumers to use energy as economically, efficiently and environmentally soundly as possible, particularly through the organization of efficient energy markets and a fuller reflection of environmental costs and benefits, and to foster cooperation in the field of energy efficiency. Summary of provisions: (a)	Parties to cooperate and, as appropriate, assist each other in developing and implementing energy efficiency policies, laws and regulations; establish energy efficiency policies and appropriate legal and regulatory frameworks, strive to achieve the full benefit of energy efficiency throughout the Energy Cycle; include in energy efficiency both short-term measures to adjust previous practices and long-term measures to improve energy efficiency; recognize the vital role of the private sector; take into account, in cooperative or coordinated action, relevant principles adopted in international agreements, aimed at protection and improvement of the environment to which they are parties; and take full advantage of the work and expertise of competent international or other bodies and avoid duplication (art. 3); (b)	Each Party strives to ensure that energy efficiency policies are coordinated among all of its responsible authorities (art. 4); (c)	Parties to formulate strategies and policy aims for improving energy efficiency and thereby reducing environmental impacts of the energy cycle as appropriate in relation to their own specific energy conditions (art. 5), and to achieve such policy aims, develop, implement and regularly update energy efficiency programmes best suited to its circumstances (art. 8); (d)	Parties to encourage the implementation of new approaches and methods for financing energy efficiency and energy-related environmental protection investments (art. 6.1), and to endeavour to take advantage of and promote access to private capital markets and existing international financing institutions in order to facilitate investments in improving energy efficiency and in environmental protection related to energy efficiency (art. 6.2); (e)	Parties, consistent with the provisions of the Energy Charter Treaty, to encourage commercial trade and cooperation in energy efficiency and environmental sound technologies, energy-related services and management practices (art. 7); (f)	Parties to cooperate in appropriate form which may include, inter alia, assessment of the environmental impact of the energy cycle and development of economic, legislative and regulatory measures (art. 91). (Source: UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 2005)";www.energycharter.org/process/energy-charter-treaty-1994/energy-charter-treaty/;NA;Energy Charter Secretariat;http://www.encharter.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=562&agreement=Energy Charter Treaty (signed: 1994-12-17);NA;NA;NA;NA;NA;NA;TRUE
575;;MGENG-0575;TRE-001222;IEA-3203;1994-12-17;1998-04-16;NA;Protocol On Energy Efficiency And Related Environmental Aspects To The Energy Charter Treaty;http://iea.uoregon.edu/pages/view_treaty.php?t=1994-ProtocolEnergyEfficiencyRelatedEnvironmentalAspectsEnergyCharterTreaty.EN.txt&par=view_treaty_html;NA;No;MEA (Protocol);Regional/restricted;;ENRGY and WASTE;ENRGY; energy conservation/energy production  |  technology transfer  |  exploration  |  sustainable development  |  renewable energy  |  sustainable use  |  data collection/reporting  |  monitoring  |  dispute settlement  |  transport/storage  |  education ;Energy Charter;101;Lisbon;English | French | German | Italian | Spanish;NA; Portugal ;;BGBl. 1997 II 4, 102;NA;"Objective: To promote energy efficiency policies consistent with sustainable development, to create framework conditions which induce producer and consumers to use energy as economically, efficiently and environmentally soundly as possible, and to foster cooperation in the field of energy efficiency.
|
Summary of provisions: Parties undertake to cooperate and, as appropriate, assist each other in developing and implementing energy efficiency policies, laws and regulations. They agree to establish energy efficiency policies and appropriate legal and regulatory frameworks and strive to achieve the full benefit of energy efficiency throughout the Energy Cycle. They are to include in energy efficiency policies both short-term measures to adjust previous practices and long- term measures to improve energy efficiency; recognise the vital role of the private sector. They agree to take into account, in cooperative or co-ordinated action, relevant principles adopted in international agreements, aimed at protection and improvement of the environment to which they are parties. Further, they are to take full advantage of the work and expertise of competent international or other bodies and avoid duplication (art.3). Moreover, Parties agree to formulate strategies and policy aims for improving energy efficiency and thereby reducing environmental impacts of the energy cycle as appropriate in relation to their own specific energy conditions (art.5), and to achieve such policy aims, develop, implement and regularly update energy efficiency programmes best suited to its circumstances (art.8). Parties agree to encourage the implementation of new approaches and methods for financing energy efficiency and energy-related environmental protection investments (art.6.1), and to endeavour to take advantage of and promote access to private capital markets and existing (international financing institutions in order to facilitate investments in improving energy efficiency and in environmental protection related to energy efficiency (art.6.2). Consistent with the provisions of the Energy Charter Treaty, Parties undertake to encourage commercial trade and cooperation in energy efficient and environmentally sound technologies, energy-related services and management practices (art.7). Parties agree to cooperate in appropriate form which may include, inter alia, assessment of the environmental impact of the energy cycle and development of economic, legislative and regulatory measures (art.9).
|
(Source: IUCN ELC, 08.2005, based on UNEP Register of International Treaties and Other Agreements in the Field of the Environment, 1996)";www.energycharter.org/process/energy-charter-treaty-1994/energy-efficiency-protocol/;NA;Energy Charter Secretariat;http://www.encharter.org/;http://iea.uoregon.edu/page.php?query=unep_register&page=566&agreement=Protocol On Energy Efficiency And Related Environmental Aspects To The Energy Charter Treaty (signed: 1994-12-17);NA;NA;TRE-001209;NA;NA;NA;NA
