"IEA# (click for add'l info)","Inclusion","Signature Year","Signature Date","Date IEA entered into force","Treaty Name","Treaty Text","Members","Agreement Type (level 2)","Lineage","Sequence in lineage","Data","Articles, etc.","Secretariat","UNEP Info"
"7524","BEA","2004","2004-12-08","2004-12-08","Agreement between the Ministry of Environmental Protection of Ukraine and the Ministry of Nature and Environment of Mongolia on cooperation in the field of environmental protection","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4712","MEA","2004","2004-12-09","2006-07-01","Amendments To The International Convention On Standards Of Training, Certification And Watchkeeping For Seafarers - STCW Code (Survival Craft Competence)","Treaty Text**","Members","Amendment","Watchkeeping","100.080","Data","Lit","International Maritime Organization (IMO)",""
"7139","BEA","2004","2004-12-10","2004-12-10","Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Ireland on the early notification of a nuclear accident or incident of radiological significance and the exchange of information concerning the operation and management of nuclear facilities or activities","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8806","BEA","2004","2004-12-10","2004-12-12","Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Ireland on the Early Notification of a Nuclear Accident or Incident of Radiological Significance and the Exchange of Information concerning the Operation and Management of Nuclear Facilities or Activities","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4802","BEA","2004","2004-12-22","","Agreement between the Government of the Russian Federation and the Government of the Republic of Kazakhstan in the field of environmental protection","","Members","Agreement","Bilaterals - Russia","1500.000","Data","Lit","No known secretariat",""
"4234","BEA","2005","0000-00-00","","Exchange Of Notes Between The United States And Canada Amending Annex IV To The Treaty Concerning Pacific Salmon For 2005","Treaty Text**","Members","Agreement","Pacific Salmon Treaty","300.120","Data","Lit","Pacific Salmon Commission",""
"4564","MuN","2005","0000-00-00","2005-05-31","Memorandum of Understanding on Port State Control in the Gulf Region","Treaty Text**","Members","Memorandum of Understanding","Port State Control","900.000","Data","Lit","Riyadh MOU Secretariat",""
"7913","BEA","2005","0000-00-00","","Protocol setting out, for the period from 1 July 2004 to 30 June 2007, the fishing opportunities and financial contribution provided for in the agreement between the European Economic Community and the Republic of Cote d'Ivoire on fishing off the coast of Cote d'Ivoire","","Members","Protocol","Not Yet Assigned","","","","Secretariat not yet identified",""
"7915","BEA","2005","0000-00-00","","Agreement in the form of an exchange of letters on the provisional application of the Protocol setting out, for the period from 18 January 2005 to 17 January 2011, the fishing opportunities and the financial contribution provided for by the agreement between the European Economic Community and the Republic of Seychelles on fishing off Seychelles","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"7917","BEA","2005","2005-01-12","","Agreement between the Government of the People's Democratic Republic of Algeria and the Government of the Arab Republic of Egypt on cooperation in the fields of plant protection and plant quarantine","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7918","BEA","2005","2005-01-12","","Agreement between the Government of the People's Democratic Republic of Algeria and the Government of the Federative Republic of Brazil in the fields of plant protection and plant quarantine","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4562","BEA","2005","2005-02-02","2005-02-02","Agreement between the Federal Ministry for the Environment, Nature Conservation and Nuclear Safety of Germany and the Minister for the Environment of the Republic of Poland concerning the implementation of joint environmental projects in the Republic of Poland","","Members","Agreement","Not Yet Assigned","100.000","","","No known secretariat",""
"4396","MEA","2005","2005-02-05","2006-12-31","Treaty on the Conservation and Sustainable Development of the Forest Ecosystems of Central Africa","Treaty Text**","Members","Agreement","Central African States","200.000","Data","Lit","Economic Community of Central African States",""
"4974","MEA","2005","2005-02-18","2010-12-24","Agreement among the governments of Costa Rica, the Dominican Republic, El Salvador, Guatemala, Honduras, Nicaragua, and the United States of America on environmental cooperation","Treaty Text**","Members","Agreement","CAFTA-DR Environmental Cooperation","200.000","Data","Lit","CAFTA-DR Environmental Cooperation",""
"4975","MEA","2005","2005-02-18","2006-01-01","Understanding regarding the establishment of a secretariat for environmental matters under the Dominican Republic - Central America - United States free trade agreement","Treaty Text**","Members","Protocol","CAFTA-DR Environmental Cooperation","301.000","Data","Lit","CAFTA-DR Environmental Cooperation",""
"8011","BEA","2005","2005-02-27","2005-02-27","Protocol Between The Government Of The Russian Federation And The Government Of The Islamic Republic Of Iran On The Implementation Of The Agreement Between The Government Of The Russian Federation And The Government Of The Islamic Republic Of Iran On Cooperation In The Construction In The Territory Of Iran At The Nuclear Power Plant Of August 25, 1992","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"7919","BEA","2005","2005-03-02","","Agreement between the Government of Belarus and the Government of Turkey on cooperation in the sphere of plant quarantine and plant protection","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7923","BEA","2005","2005-03-15","","Agreement in the form of an Exchange of Letters with the Government of Canada on the modifications of Annex V and Annex VIII to the Agreement between the European Community anf the Government of Canada on sanitary measures to protect public health and animal health in respect of trade in live animals and animal products","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"4848","MEA","2005","2005-03-17","2009-07-23","Agreement on the Establishment of the ASEAN Centre for Biodiversity","Treaty Text**","Members","Agreement","ASEAN","500.000","Data","Lit","ASEAN Regional Centre for Biodiversity Conservation!",""
"8225","BEA","2005","2005-03-21","2006-03-03","Agreement between the Government of the Kingdom of the Netherlands and the Government of the United Kingdom of Great Britain and Northern Ireland relating to the transmission of natural gas through a pipeline between the Kingdom of the Netherlands and the United Kingdom of Great Britain and Northern Ireland","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8010","OEA","2005","2005-03-22","2006-12-27","Agreement between the Government of the Russian Federation and the Preparatory Commission of the Comprehensive Nuclear-Test-Ban Treaty Organisation on measures regarding the international monitoring system facilities foreseen by the Comprehensive Nuclear-Test-Ban Treaty Organisation","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7140","BEA","2005","2005-03-28","2011-06-06","Agreement between the Argentine Republic and the Republic of Turkey on cooperation in the veterinary field","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7526","BEA","2005","2005-04-05","2005-04-05","Bilateral Cooperation Agreement between the Government of the French Republic and the Government of the Republic of Uruguay on Climate Change","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7141","BEA","2005","2005-04-06","2009-02-20","Agreement between the Government of the Republic of Colombia and the Government of the People's Republic of China on phytosanitary cooperation","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7920","BEA","2005","2005-04-06","","Agreement in the form of an exchange of letters concerning amendments to the annexes to the Agreement between the European Community and the United States of America on sanitary measures to protect public and animal health in trade in live animals and animal products","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"7921","BEA","2005","2005-04-06","","Plant Protection Cooperation Agreement","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7922","BEA","2005","2005-04-06","","Convention on animal health and quarantine cooperation","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7142","BEA","2005","2005-04-07","2005-05-03","Agreement between the Government of the Federal Republic of Germany and the Government of the Republic of Armenia concerning financial cooperation 'South Caucasus Nature Conservation Programme-Armenia (for 2003)'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8033","MNA","2005","2005-04-13","2007-07-07","International Convention for the Suppression of Acts of Nuclear Terrorism","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4856","MEA","2005","2005-04-14","2016-11-08","Protocol of Amendments to the Convention On The International Hydrographic Organization","Treaty Text**","Members","Protocol","International Hydrographic Organization","101.000","Data","Lit","International Hydrographic Organization",""
"4543","MuN","2005","2005-04-21","2006-01-01","Amendment 3 to the Black Sea Memorandum of Understanding on Port State Control","Treaty Text**","Members","Memorandum of Understanding","Port State Control","800.030","Data","Lit","Black Sea MOU Secretariat",""
"4585","MEA","2005","2005-05-06","2007-03-27","Amendment to Add Annex G to the Stockholm Convention on Persistent Organic Pollutants (Arbitration and Conciliation Procedures for Settlement of Disputes)","Treaty Text**","Members","Amendment","Persistent Organic Pollutants","100.010","Data","Lit","UNEP Chemicals","UNEP Info"
"7143","BEA","2005","2005-05-12","2008-10-28","Agreement on cooperation in veterinary sanitary matters between the Government of the Federative Republic of Brazil and the Government of the People's Democratic Republic of Algeria","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7925","BEA","2005","2005-05-12","","Agreement between the Government of the People's Democratic Republic of Algeria and the Government of the Federal Republic of Brazil in the field of veterinary health","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7926","BEA","2005","2005-05-16","","Agreement on cooperation in the field of energy and mining between the Government of the People's Democratic Republic of Algeria and the Government of the Republic of Chile","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7144","BEA","2005","2005-05-17","2006-03-03","Agreement between the Government of the Federal Republic of Germany and the Council of Ministers of the Republic of Albania concerning financial cooperation in 2003 (Disposal of Waste Water Korca III)","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4266","MEA","2005","2005-05-27","2599-01-01","Amendment to the Convention on Access to Information, Public Participation in Decision-Making and Access to Justice in Environmental Matters","Treaty Text**","Members","Amendment","Public Participation and Justice in Environmental Matters","100.010","Data","Lit","UN Economic Commission for Europe (UNECE)","UNEP Info"
"7528","BEA","2005","2005-06-02","","Agreement between the Government of the Russian Federation and the Government of the Republic of Kazakhstan on ecology and nature management on the territory of the complex ""Baykonur"" on condition of lease by the Russian Federation","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4978","MEA","2005","2005-06-03","2999-01-01","Protocol amending the Agreement on cooperation in the area of environmental monitoring","Treaty Text**","Members","Protocol","CIS Environmental Agreements","1201.000","Data","Lit","Secretariat of the Commonwealth of Independent States",""
"7145","BEA","2005","2005-06-07","2008-04-03","Agreement between the Government of the Republic of Lithuania and the Government of the Republic of Poland on cooperation in the field of use and protection of transboundary watercourses","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7928","BEA","2005","2005-06-07","2005-11-05","Agreement between the Government of Ukraine and the Government of Turkey on cooperation in the energy sector","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7146","BEA","2005","2005-06-08","2005-06-08","Arrangement between the Government of the Federal Republic of Germany and the Government of the People's Republic of Bangladesh concerning the project 'Modernization of Ashuganj Power Plant'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7147","BEA","2005","2005-06-09","2005-06-09","Exchange of notes constituting an agreement amending the Agreement between the Government of the United States of America and the Government of Canada for water supply and flood control in the Souris River Basin","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"4555","MEA","2005","2005-06-14","2599-01-01","Annex VI to the Protocol on Environmental Protection to the Antarctic Treaty (liability arising from environmental emergencies)","Treaty Text**","Members","Amendment","Antarctic","104.000","Data","Lit","Antarctic Treaty Secretariat","UNEP Info"
"7161","BEA","2005","2005-06-17","2005-06-17","Exchange of notes constituting an agreement to amend the Treaty between the Government of Canada and the Government of the United States of America concerning Pacific salmon, done at Ottawa on 28 January 1985, as amended","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"8209","BEA","2005","2005-06-17","2005-06-17","Exchange of Notes between the Government of Canada and the Government of the United States of America constituting an Agreement to amend the Treaty between the Government of Canada and the Government of the United States of America concerning Pacific Salmon, done at Ottawa on January 28, 1985, as amended","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"8009","BEA","2005","2005-06-27","2005-06-27","Agreement in the form of the notes exchange between the Government of the Russian Federation and the Government of the Kingdom of Norway on joint control measures over the fisheries and regulation of fisheries in the contiguous area of the Sea of Barents","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8008","BEA","2005","2005-06-28","2012-08-29","Agreement between the government of the Russian Federation and the government of the Republic of Tajikistan on cooperation in the field of implementation of works on safe utilisation of beryllium-containing parts and solid propellants","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7929","BEA","2005","2005-06-29","","Agreement between the Government of the Russian Federation and the Government of the Republic of Chile on cooperation in the sphere of peaceful management of nuclear energy","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4258","MEA","2005","2005-07-08","2005-09-28","Amendments To The Schedule To The International Convention For The Regulation Of Whaling, Fifty-Seventh Meeting","Treaty Text**","Members","Amendment","International Whaling","300.600","Data","Lit","International Whaling Commission",""
"4508","MEA","2005","2005-07-08","2016-05-08","Amendments To The Convention On The Physical Protection Of Nuclear Material","Treaty Text**","Members","Amendment","Physical Protection of Nuclear Material","100.010","Data","Lit","International Atomic Energy Agency","UNEP Info"
"4519","MEA","2005","2005-07-08","2011-06-01","Framework Convention on the Value of Cultural Heritage for Society","Treaty Text**","Members","Agreement","European Cultural Heritage","100.000","Data","Lit","Council of Europe",""
"7148","BEA","2005","2005-07-14","2007-02-23","Agreement on financial cooperation between the Government of the Federal Republic of Germany and the Government of the Lebanese Republic - Project 'Al Ghadir Wastewater'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7149","BEA","2005","2005-07-15","2005-07-15","Supplementary Agreement between the Government of the Federative Republic of Brazil and the Government of the French Republic on cooperation in the field of climate change and development and implementation of projects within the clean development mechanism of the Kyoto Protocol","","Members","Protocol","Not Yet Assigned","","","","Secretariat not yet identified",""
"4384","MEA","2005","2005-07-22","2006-11-22","Amendments to the Protocol Adopting Annex VI - Regulations For The Prevention Of Air Pollution From Ships To The International Convention For The Prevention Of Pollution From Ships","Treaty Text**","Members","Amendment","MARPOL","204.010","Data","Lit","International Maritime Organization (IMO)",""
"4718","MEA","2005","2005-07-22","2007-01-01","Amendments To Annex I (Condition Assessment Scheme) of The International Convention For The Prevention Of Pollution From Ships","Treaty Text**","Members","Amendment","MARPOL","205.040","Data","Lit","International Maritime Organization (IMO)",""
"8910","MEA","2005","2005-07-26","2009-12-24","ASEAN Agreement on Disaster Management and Emergency Response","Treaty Text**","Members","Agreement","ASEAN","10000.000","Data","Lit","Association of South-East Asian Countries (ASEAN) Secretariat",""
"7150","BEA","2005","2005-08-31","2007-07-23","Agreement between the Government of the Argentine Republic and the Government of the Republic of Armenia on cooperation in the field of plant protection and phytosanitary quarantine","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7151","BEA","2005","2005-09-08","2008-04-25","Agreement on joint implementation of emission reductions of greenhouse gases between the Government of the Republic of Estonia and the Government of the Kingdom of Sweden","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7153","BEA","2005","2005-10-04","2005-10-04","Agreement between the Government of the Federal Republic of Germany and the Government of the Republic of Nicaragua concerning financial cooperation in 2004 (Drinking Water Supply and Wastewater Disposal in the Towns of Matagalpa, Jinotega and Corinto)","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7154","BEA","2005","2005-10-04","2007-01-09","Agreement on scientific cooperation in the Antarctic between the Government of the French Republic and the Government of the Italian Republic","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4315","MuN","2005","2005-10-09","","Declaration on Great Apes","Treaty Text**","Members","Declaration","Not Yet Assigned","100.000","","","No known secretariat",""
"4557","BEN","2005","2005-10-12","","Memorandum of Understanding on Fisheries Cooperation Between the Department of Fisheries and Oceans of Canada and the Ministry of Agriculture, Rural Development, and Fisheries of Portugal","Treaty Text**","Members","Memorandum of Understanding","Not Yet Assigned","100.000","","","No known secretariat",""
"4685","MEA","2005","2005-10-20","2005-10-20","Amendments To The Agreement On The International Dolphin Conservation Program, (amending Annex IV (I), Annex IV (II), Annex VII, adopted at Meeting #14)","Treaty Text**","Members","Amendment","International Dolphin Conservation","200.120","Data","Lit","Inter-American Tropical Tuna Commission",""
"8032","MEA","2005","2005-10-20","2007-08-01","Additional protocol to the agreement between the governments of the participant states of the Black Sea Economic Cooperation (BSEC) on collaboration in emergency assistance and emergency response to natural and man-made disasters","","Members","Protocol","Not Yet Assigned","","","","Secretariat not yet identified",""
"8829","MEA","2005","2005-10-27","2599-01-01","Agreement Establishing the Pacific Islands Forum","Treaty Text**","Members","Agreement","Pacific Islands Forum","300.000","Data","Lit","Pacific Islands Forum Secretariat",""
"7916","BEA","2005","2005-10-28","2005-12-03","Protocol setting out the fishing opportunities and financial contribution provided for in the Agreement between the European Community and the Gabonese Republic on fishing off the Coast of Gabon for the period from 3 December 2005 to 2 December 2011","","Members","Protocol","Not Yet Assigned","","","","Secretariat not yet identified",""
"4486","MuN","2005","2005-11-08","2006-01-01","Amendments to the Memorandum Of Understanding On Port State Control In The Asia-Pacific Region","","Members","Memorandum of Understanding","Port State Control","300.090","Data","Lit","Asia Pacific MOU Secretariat",""
"4317","MEN","2005","2005-11-22","2005-11-22","Memorandum of Understanding Concerning Conservation Measures for the West African Populations of the African Elephant (Loxodonta africana)","Treaty Text**","Members","Memorandum of Understanding","Conservation Migratory Species","109.000","Data","Lit","UNEP CMS Secretariat",""
"4385","MEN","2005","2005-11-23","2006-09-24","Memorandum of Understanding Concerning Conservation, Restoration And Sustainable Use Of The Saiga Antelope (Saiga Tatarica Tatarica)","Treaty Text**","Members","Memorandum of Understanding","Conservation Migratory Species","110.000","Data","Lit","UNEP CMS Secretariat",""
"4270","MEA","2005","2005-11-25","2006-02-23","Amendments To Appendices I And II Of The Convention On The Conservation Of Migratory Species Of Wild Animals","Treaty Text**","Members","Amendment","Conservation Migratory Species","100.080","Data","Lit","UNEP CMS Secretariat",""
"7933","BEA","2005","2005-12-02","","Agreement between the Government of the Federal Republic of Germany and the Government of Georgia concerning financial cooperation - Nature Conservation Programme South Caucasus - Georgia (2003 and 2004 commitments)","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7157","BEA","2005","2005-12-05","2005-12-05","Complementary Arrangement to the Basic Agreement on scientific, technical and technological cooperation between the Government of the Federative Republic of Brazil and the Government of the Republic of Cuba for the implementation of the project 'Technical and Institutional Exchange in the field of Planning and Management of Water Resources in Hydrographic Basins'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4994","MEA","2005","2005-12-06","2005-12-06","Memorandum of Agreement for the establishment of the Authority of the Volta Basin","Treaty Text**","Members","Agreement","Volta Basin Authority","200.000","Data","Lit","Volta Basin Authority",""
"7158","BEA","2005","2005-12-06","2005-12-06","Agreement between the Department of Defense of the United States of America and the Swedish Armed Forces for cooperation on environmental protection in defense matters","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7159","BEA","2005","2005-12-06","2005-12-06","Arrangement between the Government of the Federal Republic of Germany and the Government of the Cooperative Republic of Guyana concerning financial cooperation in the project 'Tropical Forest Protection'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8932","MEA","2005","2005-12-12","2599-01-01","Protocol Concerning the Conservation of Biological Diversity and the Establishment of Network of Protected Areas in the Red Sea and Gulf of Aden to the Regional Convention for the Conservation of the Red Sea and Gulf of Aden Environment","Treaty Text**","Members","Protocol","Red Sea Environment","102.000","Data","Lit","UNEP Regional Organization for the Conservation of the Environment of the Red Sea and Gulf of Aden (PERGSA)",""
"4588","OEA","2005","2005-12-13","","Great Lakes-St. Lawrence River Basin Sustainable Water Resources Agreement","Treaty Text**","Members","Agreement","Great Lakes-St. Lawrence River Basin","100.000","Data","Lit","Great Lakes - St. Lawrence River Water Resources Regional Body",""
"4589","OEN","2005","2005-12-13","","Great Lakes-St. Lawrence River Basin Water Resources Compact","Treaty Text**","Members","Compact","Great Lakes-St. Lawrence River Basin","200.000","Data","Lit","Great Lakes - St. Lawrence River Water Resources Regional Body",""
"7160","BEA","2005","2005-12-14","2005-12-14","Arrangement between the Government of the Federal Republic of Germany and the Government of the Republic of Nicaragua concerning the project (Drinking Water Supplies and Wastewater Disposal in the towns Matagalpa, Jinotega and Corinto)","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4620","MEA","2005","2005-12-15","2006-04-27","Adjustment to Annex II to the Protocol To Abate Acidification, Eutrophication And Ground-Level Ozone To The Convention On Long-Range Transboundary Air Pollution (to enable Cyprus' accession)","Treaty Text**","Members","Amendment","LRTAP","108.010","Data","Lit","LRTAP Secretariat of UNECE","UNEP Info"
"8223","BEA","2005","2005-12-21","2008-10-01","Agreement between the Kingdom of the Netherlands, on the one hand, and the Flemish Community and the Flemish region, on the other hand, concerning cooperation on policy and management in the Scheldt estuary","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8224","BEA","2005","2005-12-21","2008-10-01","Agreement between the Kingdom of the Netherlands and the Flemish region concerning the implementation of the 2010 Scheldt Estuary Development Plan","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"5008","BEA","2006","0000-00-00","","Protocol setting out the fishing opportunities and financial contribution provided for in the Agreement between the European Economic Community and the Islamic Federal Republic of the Comoros on fishing off the Comoros for the period from 1 January 2005 to 31 December 2010","Treaty Text**","Members","Agreement","Comoros-EEC Fisheries","201.000","Data","Lit","Secretariat not yet identified",""
"7935","BEA","2006","0000-00-00","","Agreement in the form of an Exchange of Letters extending the Protocol setting out, for the period from 1 June 2005 to 31 May 2006, the fishing opportunities and the financial contribution provided for in the Agreement between the European Economic Community and the Government of the Democratic Republic of Sao Tome and Principe on fishing off the coast of Sao Tome and Principe","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"7936","BEA","2006","0000-00-00","","Partnership Agreement between the European Community and Solomon Islands on fishing off Solomon Islands","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7937","BEA","2006","0000-00-00","","Fisheries Partnership Agreement between the European Communities and the Kingdom of Morocco","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7938","BEA","2006","0000-00-00","","Partnership Agreement between the European Community and the Federated States of Micronesia on fishing in the Federated States of Micronesia","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7939","BEA","2006","0000-00-00","","Agreement in the form of an Exchange of Letters concerning the extension of the Protocol establishing the fishing opportunities and the financial contribution provided for in the Agreement between the European Economic Community and the Government of the Republic of Guinea-Bissau on fishing off the coast of Guinea-Bissau for the period 16 June 2006 to 15 June 2007","","Members","Amendment","Not Yet Assigned","","","","Secretariat not yet identified",""
"7940","BEA","2006","0000-00-00","","Fisheries Partnership Agreement between the European Community and the Republic of the Seychelles","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7941","BEA","2006","0000-00-00","","Partnership Agreement in the fisheries sector between the European Community and the Union of the Comoros","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7942","BEA","2006","0000-00-00","","Fisheries Partnership Agreement between the European Community and the Islamic Republic of Mauritania","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"7943","BEA","2006","0000-00-00","","Fisheries Partnership Agreement between the European Community and the Republic of Cape Verde","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4249","MEA","2006","2006-01-27","2011-12-07","International Tropical Timber Agreement","Treaty Text**","Members","Agreement","International Tropical Timber","500.000","Data","Lit","International Tropical Timber Organization",""
"7164","BEA","2006","2006-01-27","2009-02-23","Agreement on Cooperation in Animal Health and Quarantine Between the Government of the Republic of Turkey and the Government of the People's Republic of China","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8007","BEA","2006","2006-02-14","2014-10-25","Agreement between the government of the Russian Federation and the government of the French Republic on cooperation in destruction of chemical weapons arsenals in the Russian Federation","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4745","BEA","2006","2006-02-20","","Bilateral Agreement between Norway, on the one hand, and Denmark with Greenland's National Board, on the other side of the delimitation of the continental shelf and fishery zones in the area between Greenland and Svalbard","","Members","Agreement","Not Yet Assigned","100.000","","","No secretariat established",""
"7945","BEA","2006","2006-02-23","","Cooperation Agreement on plant protection between Syria and Iran ratified by Decree No. 387 of 16 September 2007","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4952","MEA","2006","2006-03-17","2899-01-01","Treaty betweeen Mali, Mauritania, and Senegal and Guinea Relative to the Adhesion of Guinea to the Senegal River Development Organization","Treaty Text**","Members","Agreement","Senegal River Basin","1100.000","Data","Lit","Organization pour La Mise En Valeur Du Fleuve Senegal",""
"7531","BEA","2006","2006-03-21","","Agreement between the Government of the Russian Federation and the Government of the People's Republic of China to cooperate on the prevention of emergency situations and mitigation of their effects","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8006","BEA","2006","2006-03-21","2006-03-21","Agreement between the government of the Russian Federation and the government of the Peoples Republic of China on cooperation in the field of prevention and mitigation of emergencies","Treaty Text**","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4386","MEA","2006","2006-03-24","2007-08-01","Amendments To Annex  I To The International Convention For The Prevention Of Pollution From Ships","Treaty Text**","Members","Amendment","MARPOL","203.440","Data","Lit","International Maritime Organization (IMO)",""
"4402","MEA","2006","2006-03-24","2007-08-01","Amendments Adding Regulation 13 To Annex IV To The International Convention For The Prevention Of Pollution From Ships","Treaty Text**","Members","Amendment","MARPOL","203.450","Data","Lit","International Maritime Organization (IMO)",""
"4403","MEA","2006","2006-03-24","2007-08-01","Amendments to the BCH Code To The International Convention For The Prevention Of Pollution From Ships","Treaty Text**","Members","Amendment","MARPOL","203.460","Data","Lit","International Maritime Organization (IMO)",""
"4592","BEA","2006","2006-04-03","2007-02-03","Agreement between the Government of Australia and the Government of the People’s Republic of China for Cooperation in the Peaceful Uses of Nuclear Energy","Treaty Text**","Members","Agreement","Australia China Peaceful Nuclear Use","100.000","Data","Lit","No known secretariat",""
"4701","MEA","2006","2006-04-03","2999-01-01","Protocol on Environment and Natural Resources Management to the Treaty for the Establishment of the East African Community","Treaty Text**","Members","Protocol","East African Community","102.000","Data","Lit","East African Community",""
"7166","BEA","2006","2006-04-05","2006-04-05","Exchange of notes constituting an agreement between the Government of the Republic of Chile and the Government of the Federal Republic of Germany concerning the project 'Native Rain Forest Sustainable Management'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4549","MNA","2006","2006-04-07","2007-01-01","Convention relative à la reconduction du Secrétariat Commun de la Conférence du Rhin Supérieur à Kehl Sur La Periode 2007 à 2012","Treaty Text**","Members","Agreement","French/German/Swiss Transfrontier Cooperation","600.000","Data","Lit","Commission intergouvernementale franco-germano-suisse pour les questions regionales dans les zones frontalieres du Rhin Superieur",""
"4559","BEA","2006","2006-04-11","","Agreement between the Government of the Federal Republic of Germany and the Government of the Republic of Poland on the implementation of the Convention of 25 February 1991 on Environmental Impact Assessment in a Transboundary Context","","Members","Agreement","Environmental Impact Assessment","103.000","Data","Lit","Secretariat not yet identified",""
"7168","BEA","2006","2006-04-19","2006-04-19","Agreement on energy cooperation between the Government of the Republic of Paraguay and the Government of the Republic of Bolivia","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"4631","MuN","2006","2006-04-20","2007-01-01","Amendment 4 to the Black Sea Memorandum of Understanding on Port State Control","Treaty Text**","Members","Memorandum of Understanding","Port State Control","800.070","Data","Lit","Black Sea MOU Secretariat",""
"7169","BEA","2006","2006-04-21","2006-04-21","Agreement between the Government of the Federal Republic of Germany and the Government of the Republic of Bolivia concerning financial cooperation 'Biodiversity and Protected Areas - 2006'","","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
"8031","MEA","2006","2006-04-27","2006-09-08","Agreement between the government of the Russian Federation, the Government of the Republic of Bulgaria and the Cabinet of Ministers of Ukraine on transportation of nuclear materials between the Republic of Bulgaria and the Russian federation through the territory of Ukraine","Treaty Text**","Members","Agreement","Not Yet Assigned","","","","Secretariat not yet identified",""
